crime_id,category,month,location_type,latitude,longitude,street_name,outcome_category,outcome_date
116077983,anti-social-behaviour,2024-01,Force,51.514064,-0.118890,On or near Kean Street,,
116084025,anti-social-behaviour,2024-01,Force,51.508313,-0.096315,On or near Bankside,,
115991855,anti-social-behaviour,2024-01,Force,51.519045,-0.097078,On or near A1,,
116077776,anti-social-behaviour,2024-01,Force,51.515460,-0.119611,On or near Wild Court,,
116084404,anti-social-behaviour,2024-01,Force,51.516568,-0.121381,On or near Newton Street,,
116077493,anti-social-behaviour,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,,
115991781,anti-social-behaviour,2024-01,Force,51.519293,-0.101320,On or near Grand Avenue,,
116077318,anti-social-behaviour,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,,
116084346,anti-social-behaviour,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,,
116077204,anti-social-behaviour,2024-01,Force,51.515487,-0.122420,On or near Parker Mews,,
116077081,anti-social-behaviour,2024-01,Force,51.508964,-0.122761,On or near Lower Robert Street,,
116078387,anti-social-behaviour,2024-01,Force,51.512059,-0.118929,On or near A301,,
116073378,anti-social-behaviour,2024-01,Force,51.515430,-0.122797,On or near Theatre/concert Hall,,
116076304,anti-social-behaviour,2024-01,Force,51.512059,-0.118929,On or near A301,,
116085219,anti-social-behaviour,2024-01,Force,51.514369,-0.121645,On or near Drury Lane,,
116084983,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116083344,anti-social-behaviour,2024-01,Force,51.507832,-0.123383,On or near Villiers Street,,
116081663,anti-social-behaviour,2024-01,Force,51.518405,-0.119302,On or near Procter Street,,
116080811,anti-social-behaviour,2024-01,Force,51.515984,-0.118595,On or near Conference/exhibition Centre,,
116075228,anti-social-behaviour,2024-01,Force,51.518744,-0.118596,On or near Dane Street,,
116075214,anti-social-behaviour,2024-01,Force,51.514369,-0.121645,On or near Drury Lane,,
116074730,anti-social-behaviour,2024-01,Force,51.513724,-0.111756,On or near Fleet Street,,
116075770,anti-social-behaviour,2024-01,Force,51.511111,-0.123710,On or near Henrietta Street,,
116074340,anti-social-behaviour,2024-01,Force,51.518106,-0.116951,On or near Race Track,,
116076022,anti-social-behaviour,2024-01,Force,51.516001,-0.122471,On or near Macklin Street,,
116074225,anti-social-behaviour,2024-01,Force,51.517846,-0.109164,On or near Holborn,,
116073790,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116074126,anti-social-behaviour,2024-01,Force,51.518744,-0.118596,On or near Dane Street,,
116089467,anti-social-behaviour,2024-01,Force,51.512059,-0.118929,On or near A301,,
116083602,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116074093,anti-social-behaviour,2024-01,Force,51.516341,-0.120151,On or near Nightclub,,
116074528,anti-social-behaviour,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,,
116078514,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116079166,anti-social-behaviour,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,,
116081655,anti-social-behaviour,2024-01,Force,51.512449,-0.115772,On or near Surrey Street,,
116089303,anti-social-behaviour,2024-01,Force,51.514600,-0.120338,On or near Keeley Street,,
116084578,anti-social-behaviour,2024-01,Force,51.513724,-0.111756,On or near Fleet Street,,
116084231,anti-social-behaviour,2024-01,Force,51.511301,-0.115963,On or near Conference/exhibition Centre,,
116087803,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116088180,anti-social-behaviour,2024-01,Force,51.519792,-0.118337,On or near Theatre/concert Hall,,
116088702,anti-social-behaviour,2024-01,Force,51.513477,-0.119880,On or near Theatre/concert Hall,,
116088860,anti-social-behaviour,2024-01,Force,51.512059,-0.118929,On or near A301,,
116088927,anti-social-behaviour,2024-01,Force,51.511022,-0.119880,On or near Strand,,
116080454,anti-social-behaviour,2024-01,Force,51.519827,-0.110422,On or near Conference/exhibition Centre,,
116080197,anti-social-behaviour,2024-01,Force,51.511022,-0.119880,On or near Strand,,
116086978,anti-social-behaviour,2024-01,Force,51.516001,-0.122471,On or near Macklin Street,,
116087334,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116077800,anti-social-behaviour,2024-01,Force,51.508087,-0.124122,On or near Nightclub,,
116077455,anti-social-behaviour,2024-01,Force,51.509786,-0.124658,On or near Police Station,,
116078236,anti-social-behaviour,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,,
116078565,anti-social-behaviour,2024-01,Force,51.511301,-0.115963,On or near Conference/exhibition Centre,,
116077567,anti-social-behaviour,2024-01,Force,51.512117,-0.123121,On or near Shopping Area,,
116076501,anti-social-behaviour,2024-01,Force,51.516341,-0.120151,On or near Nightclub,,
116076230,anti-social-behaviour,2024-01,Force,51.511022,-0.119880,On or near Strand,,
116079849,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116074833,anti-social-behaviour,2024-01,Force,51.512863,-0.120842,On or near Russell Street,,
116079895,anti-social-behaviour,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,,
116079911,anti-social-behaviour,2024-01,Force,51.514369,-0.121645,On or near Drury Lane,,
116079771,anti-social-behaviour,2024-01,Force,51.509044,-0.123247,On or near John Adam Street,,
116075691,anti-social-behaviour,2024-01,Force,51.511022,-0.119880,On or near Strand,,
116081151,anti-social-behaviour,2024-01,Force,51.512802,-0.123770,On or near James Street,,
116074239,anti-social-behaviour,2024-01,Force,51.507415,-0.105835,On or near Supermarket,,
116074223,anti-social-behaviour,2024-01,Force,51.511022,-0.119880,On or near Strand,,
116088296,anti-social-behaviour,2024-01,Force,51.516341,-0.120151,On or near Nightclub,,
116087664,anti-social-behaviour,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,,
116081607,anti-social-behaviour,2024-01,Force,51.508087,-0.124122,On or near Nightclub,,
116081964,anti-social-behaviour,2024-01,Force,51.518405,-0.119302,On or near Procter Street,,
116084725,anti-social-behaviour,2024-01,Force,51.512863,-0.120842,On or near Russell Street,,
116085065,anti-social-behaviour,2024-01,Force,51.510345,-0.122502,On or near Theatre/concert Hall,,
116085540,anti-social-behaviour,2024-01,Force,51.507477,-0.109679,On or near Upper Ground,,
116084592,anti-social-behaviour,2024-01,Force,51.507415,-0.105835,On or near Supermarket,,
116083879,anti-social-behaviour,2024-01,Force,51.507466,-0.108441,On or near Broadwall,,
115992201,anti-social-behaviour,2024-01,Force,51.518461,-0.097103,On or near Aldersgate Street,,
116085652,anti-social-behaviour,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,,
116078536,anti-social-behaviour,2024-01,Force,51.517114,-0.119009,On or near Gate Street,,
116085811,anti-social-behaviour,2024-01,Force,51.516341,-0.120151,On or near Nightclub,,
116086710,anti-social-behaviour,2024-01,Force,51.510393,-0.123264,On or near Theatre/concert Hall,,
115992013,bicycle-theft,2024-01,Force,51.519961,-0.094130,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-03
115992170,bicycle-theft,2024-01,Force,51.516747,-0.095704,On or near Noble Street,Investigation complete; no suspect identified,2024-02
115991990,bicycle-theft,2024-01,Force,51.518499,-0.095026,On or near Park/open Space,Investigation complete; no suspect identified,2024-04
116151594,bicycle-theft,2024-01,Force,51.518165,-0.120018,On or near Catton Street,Investigation complete; no suspect identified,2024-01
116091456,bicycle-theft,2024-01,Force,51.514777,-0.121859,On or near Great Queen Street,Investigation complete; no suspect identified,2024-01
115991752,bicycle-theft,2024-01,Force,51.519689,-0.098017,On or near Cloth Street,Investigation complete; no suspect identified,2024-08
115992030,bicycle-theft,2024-01,Force,51.510559,-0.095054,On or near Queenhithe,Investigation complete; no suspect identified,2024-03
116110315,bicycle-theft,2024-01,Force,51.507725,-0.125708,On or near Corner House Street,Investigation complete; no suspect identified,2024-02
116117174,bicycle-theft,2024-01,Force,51.512449,-0.115772,On or near Surrey Street,Investigation complete; no suspect identified,2024-01
116117173,bicycle-theft,2024-01,Force,51.511301,-0.115963,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-01
115992196,bicycle-theft,2024-01,Force,51.511077,-0.101475,On or near A3211,Investigation complete; no suspect identified,2024-01
116098730,bicycle-theft,2024-01,Force,51.511301,-0.115963,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-01
116124028,bicycle-theft,2024-01,Force,51.519792,-0.118337,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
116122419,bicycle-theft,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
115991755,bicycle-theft,2024-01,Force,51.519961,-0.094130,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-05
115991975,bicycle-theft,2024-01,Force,51.510167,-0.091410,On or near Cousin Lane,Investigation complete; no suspect identified,2024-03
116145436,bicycle-theft,2024-01,Force,51.508094,-0.106685,On or near Upper Ground,Investigation complete; no suspect identified,2024-02
126015250,bicycle-theft,2024-01,BTP,51.508484,-0.125879,Colchester (station),Status update unavailable,2024-05
116161587,bicycle-theft,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-02
116127611,bicycle-theft,2024-01,Force,51.507427,-0.096021,On or near Bear Gardens,Investigation complete; no suspect identified,2025-02
115991783,bicycle-theft,2024-01,Force,51.518938,-0.091649,On or near Park/open Space,Investigation complete; no suspect identified,2024-10
115991676,burglary,2024-01,Force,51.512033,-0.104980,On or near Kingscote Street,Court result unavailable,2024-09
115992313,burglary,2024-01,Force,51.513286,-0.100201,On or near Dean's Court,Investigation complete; no suspect identified,2024-04
115992132,burglary,2024-01,Force,51.515355,-0.096367,On or near Foster Lane,Unable to prosecute suspect,2024-05
115991969,burglary,2024-01,Force,51.519961,-0.094130,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
115991971,burglary,2024-01,Force,51.519961,-0.094130,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
116131788,burglary,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Court result unavailable,2024-12
116146338,burglary,2024-01,Force,51.518106,-0.116951,On or near Race Track,Investigation complete; no suspect identified,2024-02
116149963,burglary,2024-01,Force,51.512980,-0.124210,On or near Covent Garden,Investigation complete; no suspect identified,2024-01
116112986,burglary,2024-01,Force,51.512802,-0.123770,On or near James Street,Investigation complete; no suspect identified,2024-01
115992269,burglary,2024-01,Force,51.514448,-0.100888,On or near Amen Corner,Unable to prosecute suspect,2024-02
115992174,burglary,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Investigation complete; no suspect identified,2024-07
116128758,burglary,2024-01,Force,51.510042,-0.120439,On or near Savoy Way,Investigation complete; no suspect identified,2024-01
116108820,burglary,2024-01,Force,51.513046,-0.122679,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-03
115992327,burglary,2024-01,Force,51.513929,-0.102134,On or near Ludgate Hill,Investigation complete; no suspect identified,2024-04
116127679,burglary,2024-01,Force,51.510373,-0.120887,On or near Savoy Court,Investigation complete; no suspect identified,2024-01
116128913,burglary,2024-01,Force,51.511630,-0.121916,On or near Shopping Area,Unable to prosecute suspect,2024-02
116107053,burglary,2024-01,Force,51.514092,-0.107201,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-04
115992276,burglary,2024-01,Force,51.511896,-0.091540,On or near Cannon Street,Investigation complete; no suspect identified,2024-03
115991860,burglary,2024-01,Force,51.512685,-0.101393,On or near St Andrew's Hill,Investigation complete; no suspect identified,2024-01
115991957,burglary,2024-01,Force,51.518831,-0.098875,On or near Bartholomew Close,Investigation complete; no suspect identified,2024-02
116128512,burglary,2024-01,Force,51.519582,-0.112537,On or near Gray's Inn Square,Investigation complete; no suspect identified,2024-01
116103168,burglary,2024-01,Force,51.507427,-0.096021,On or near Bear Gardens,Investigation complete; no suspect identified,2024-02
116112713,burglary,2024-01,Force,51.514044,-0.117666,On or near Supermarket,Investigation complete; no suspect identified,2024-01
115992114,burglary,2024-01,Force,51.514626,-0.097291,On or near Supermarket,Court result unavailable,2024-08
115991929,burglary,2024-01,Force,51.515681,-0.109297,On or near Fetter Lane,Status update unavailable,2024-05
115991868,burglary,2024-01,Force,51.512685,-0.101393,On or near St Andrew's Hill,Investigation complete; no suspect identified,2024-01
116123314,criminal-damage-arson,2024-01,Force,51.512166,-0.123818,On or near Shopping Area,Unable to prosecute suspect,2024-02
116103918,criminal-damage-arson,2024-01,Force,51.512863,-0.120842,On or near Russell Street,Investigation complete; no suspect identified,2024-02
126014851,criminal-damage-arson,2024-01,BTP,51.508482,-0.103737,Blackfriars (station),Status update unavailable,2024-05
116137274,criminal-damage-arson,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Unable to prosecute suspect,2025-05
116114575,criminal-damage-arson,2024-01,Force,51.510167,-0.091410,On or near Cousin Lane,Investigation complete; no suspect identified,2024-01
115991944,criminal-damage-arson,2024-01,Force,51.513897,-0.103490,On or near City Thameslink,Investigation complete; no suspect identified,2024-02
116133123,criminal-damage-arson,2024-01,Force,51.512802,-0.123770,On or near James Street,Investigation complete; no suspect identified,2024-02
116107641,criminal-damage-arson,2024-01,Force,51.508094,-0.106685,On or near Upper Ground,Investigation complete; no suspect identified,2024-01
116151750,criminal-damage-arson,2024-01,Force,51.508964,-0.122761,On or near Lower Robert Street,Investigation complete; no suspect identified,2024-01
116157897,criminal-damage-arson,2024-01,Force,51.508964,-0.122761,On or near Lower Robert Street,Investigation complete; no suspect identified,2024-01
115991956,criminal-damage-arson,2024-01,Force,51.511896,-0.091540,On or near Cannon Street,Investigation complete; no suspect identified,2024-02
115991746,criminal-damage-arson,2024-01,Force,51.518700,-0.101359,On or near Parking Area,Status update unavailable,2024-05
116113385,criminal-damage-arson,2024-01,Force,51.514064,-0.118890,On or near Kean Street,Unable to prosecute suspect,2024-02
115991741,criminal-damage-arson,2024-01,Force,51.518700,-0.101359,On or near Parking Area,Investigation complete; no suspect identified,2024-03
115991749,criminal-damage-arson,2024-01,Force,51.518700,-0.101359,On or near Parking Area,Investigation complete; no suspect identified,2024-04
115991917,criminal-damage-arson,2024-01,Force,51.511794,-0.101906,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-01
115992057,criminal-damage-arson,2024-01,Force,51.519961,-0.094130,On or near Theatre/concert Hall,Status update unavailable,2024-05
116128763,criminal-damage-arson,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2024-08
116148073,criminal-damage-arson,2024-01,Force,51.514448,-0.100888,On or near Amen Corner,Court result unavailable,2024-08
116105765,criminal-damage-arson,2024-01,Force,51.508964,-0.122761,On or near Lower Robert Street,Investigation complete; no suspect identified,2024-01
116119831,criminal-damage-arson,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Investigation complete; no suspect identified,2024-01
116142096,criminal-damage-arson,2024-01,Force,51.507427,-0.096021,On or near Bear Gardens,Investigation complete; no suspect identified,2024-01
115992003,criminal-damage-arson,2024-01,Force,51.513911,-0.102726,On or near Pageantmaster Court,Investigation complete; no suspect identified,2024-02
115991831,criminal-damage-arson,2024-01,Force,51.511077,-0.101475,On or near A3211,Investigation complete; no suspect identified,2024-01
115992002,criminal-damage-arson,2024-01,Force,51.513911,-0.102726,On or near Pageantmaster Court,Status update unavailable,2024-05
116146861,criminal-damage-arson,2024-01,Force,51.512057,-0.120500,On or near Wellington Street,Status update unavailable,2024-05
115991881,criminal-damage-arson,2024-01,Force,51.517239,-0.106076,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-05
116162491,criminal-damage-arson,2024-01,Force,51.518231,-0.112953,On or near Southampton Buildings,Investigation complete; no suspect identified,2024-03
115992129,criminal-damage-arson,2024-01,Force,51.518948,-0.090553,On or near Moor Lane,Investigation complete; no suspect identified,2024-03
116126241,criminal-damage-arson,2024-01,Force,51.509786,-0.124658,On or near Police Station,Investigation complete; no suspect identified,2024-01
116113983,criminal-damage-arson,2024-01,Force,51.508964,-0.122761,On or near Lower Robert Street,Investigation complete; no suspect identified,2024-01
116120290,criminal-damage-arson,2024-01,Force,51.508964,-0.122761,On or near Lower Robert Street,Investigation complete; no suspect identified,2024-01
115991667,drugs,2024-01,Force,51.517846,-0.109164,On or near Holborn,Court result unavailable,2024-09
116155354,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2024-07
115991829,drugs,2024-01,Force,51.511794,-0.101906,On or near Theatre/concert Hall,Unable to prosecute suspect,2024-04
116095819,drugs,2024-01,Force,51.512590,-0.112811,On or near Essex Street,Unable to prosecute suspect,2024-02
116135417,drugs,2024-01,Force,51.515112,-0.118069,On or near Sardinia Street,Court result unavailable,2024-12
116119372,drugs,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Court result unavailable,2024-12
115992334,drugs,2024-01,Force,51.515511,-0.096718,On or near Conference/exhibition Centre,Formal action is not in the public interest,2024-12
116091566,drugs,2024-01,Force,51.509491,-0.125924,On or near William Iv Street,Court result unavailable,2024-08
116131789,drugs,2024-01,Force,51.510103,-0.124818,On or near Chandos Place,Court result unavailable,2025-02
116122381,drugs,2024-01,Force,51.507832,-0.123383,On or near Villiers Street,Local resolution,2024-01
116159057,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Investigation complete; no suspect identified,2024-01
116160087,drugs,2024-01,Force,51.518165,-0.120018,On or near Catton Street,Investigation complete; no suspect identified,2024-01
116134505,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2024-07
116137572,drugs,2024-01,Force,51.515112,-0.118069,On or near Sardinia Street,Local resolution,2024-04
116145107,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2025-01
115992195,drugs,2024-01,Force,51.513874,-0.096501,On or near New Change,Court result unavailable,2024-12
116100999,drugs,2024-01,Force,51.517436,-0.119976,On or near Holborn,Offender given penalty notice,2024-02
116147331,drugs,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Offender given penalty notice,2024-01
116110362,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Unable to prosecute suspect,2024-02
115992238,drugs,2024-01,Force,51.511884,-0.108027,On or near Temple Avenue,Unable to prosecute suspect,2024-06
116158985,drugs,2024-01,Force,51.511103,-0.113723,On or near Temple,Court result unavailable,2024-07
115992363,drugs,2024-01,Force,51.513874,-0.096501,On or near New Change,Offender given a drugs possession warning,2024-01
115992046,drugs,2024-01,Force,51.516271,-0.092971,On or near Aldermanbury,Status update unavailable,2024-05
116122501,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2025-07
116134097,drugs,2024-01,Force,51.508087,-0.124122,On or near Nightclub,Offender given a caution,2024-02
116105691,drugs,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,Local resolution,2024-01
116106036,drugs,2024-01,Force,51.507466,-0.108441,On or near Broadwall,Local resolution,2024-02
126015251,drugs,2024-01,BTP,51.508484,-0.125879,Colchester (station),Status update unavailable,2024-05
116159426,drugs,2024-01,Force,51.515430,-0.122797,On or near Theatre/concert Hall,Court result unavailable,2024-09
115992321,drugs,2024-01,Force,51.514427,-0.091823,On or near Ironmonger Lane,Court result unavailable,2025-02
116153242,drugs,2024-01,Force,51.509786,-0.124658,On or near Police Station,Court result unavailable,2024-07
115992062,other-theft,2024-01,Force,51.513941,-0.105131,On or near Bride Lane,Status update unavailable,2024-05
115991713,other-theft,2024-01,Force,51.518700,-0.101359,On or near Parking Area,Investigation complete; no suspect identified,2024-02
115992161,other-theft,2024-01,Force,51.513941,-0.105131,On or near Bride Lane,Investigation complete; no suspect identified,2024-02
116091116,other-theft,2024-01,Force,51.513777,-0.123456,On or near B402,Investigation complete; no suspect identified,2024-01
116107815,other-theft,2024-01,Force,51.510373,-0.120887,On or near Savoy Court,Investigation complete; no suspect identified,2024-02
116123979,other-theft,2024-01,Force,51.512863,-0.120842,On or near Russell Street,Investigation complete; no suspect identified,2024-02
116128826,other-theft,2024-01,Force,51.512408,-0.119910,On or near Catherine Street,Status update unavailable,2024-05
116130917,other-theft,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Investigation complete; no suspect identified,2024-03
116131631,other-theft,2024-01,Force,51.508094,-0.106685,On or near Upper Ground,Investigation complete; no suspect identified,2024-04
116126143,other-theft,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,Investigation complete; no suspect identified,2024-01
116127162,other-theft,2024-01,Force,51.518165,-0.120018,On or near Catton Street,Investigation complete; no suspect identified,2024-01
116127164,other-theft,2024-01,Force,51.518165,-0.120018,On or near Catton Street,Status update unavailable,2024-05
116134876,other-theft,2024-01,Force,51.515430,-0.122797,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-02
116137891,other-theft,2024-01,Force,51.517786,-0.107682,On or near B521,Investigation complete; no suspect identified,2024-08
116141155,other-theft,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Investigation complete; no suspect identified,2024-01
116150423,other-theft,2024-01,Force,51.518405,-0.119302,On or near Procter Street,Unable to prosecute suspect,2024-02
116131743,other-theft,2024-01,Force,51.510759,-0.123061,On or near Maiden Lane,Investigation complete; no suspect identified,2024-02
116138507,other-theft,2024-01,Force,51.519400,-0.107917,On or near Greville Street,Status update unavailable,2024-05
116149293,other-theft,2024-01,Force,51.515942,-0.112096,On or near Nightclub,Unable to prosecute suspect,2024-09
116151761,other-theft,2024-01,Force,51.516341,-0.120151,On or near Nightclub,Investigation complete; no suspect identified,2024-02
116158982,other-theft,2024-01,Force,51.511022,-0.119880,On or near Strand,Status update unavailable,2024-05
116158998,other-theft,2024-01,Force,51.511022,-0.119880,On or near Strand,Investigation complete; no suspect identified,2024-04
116161566,other-theft,2024-01,Force,51.511022,-0.119880,On or near Strand,Investigation complete; no suspect identified,2024-02
115992317,other-theft,2024-01,Force,51.510167,-0.091410,On or near Cousin Lane,Investigation complete; no suspect identified,2024-06
115991760,other-theft,2024-01,Force,51.517239,-0.106076,On or near Conference/exhibition Centre,Investigation complete; no suspect identified,2024-03
115991896,other-theft,2024-01,Force,51.510328,-0.090798,On or near London Cannon Street,Investigation complete; no suspect identified,2024-05
115991710,other-theft,2024-01,Force,51.519689,-0.098017,On or near Cloth Street,Investigation complete; no suspect identified,2024-06
115991665,other-theft,2024-01,Force,51.518700,-0.101359,On or near Parking Area,Investigation complete; no suspect identified,2024-06
115991754,other-theft,2024-01,Force,51.510559,-0.095054,On or near Queenhithe,Investigation complete; no suspect identified,2024-08
115991970,other-theft,2024-01,Force,51.518700,-0.101359,On or near Parking Area,Investigation complete; no suspect identified,2024-07
115992367,other-theft,2024-01,Force,51.513941,-0.105131,On or near Bride Lane,Investigation complete; no suspect identified,2024-04
115992333,other-theft,2024-01,Force,51.517369,-0.094655,On or near Parking Area,Investigation complete; no suspect identified,2024-04
115992121,other-theft,2024-01,Force,51.512658,-0.092531,On or near Queen Street,Status update unavailable,2024-05
115992110,other-theft,2024-01,Force,51.517786,-0.107682,On or near B521,Investigation complete; no suspect identified,2024-03
115992109,other-theft,2024-01,Force,51.519961,-0.094130,On or near Theatre/concert Hall,Investigation complete; no suspect identified,2024-07
115992039,other-theft,2024-01,Force,51.511896,-0.091540,On or near Cannon Street,Investigation complete; no suspect identified,2024-03
115991985,other-theft,2024-01,Force,51.513209,-0.094900,On or near Bread Street,Investigation complete; no suspect identified,2024-03
115991953,other-theft,2024-01,Force,51.509872,-0.092633,On or near Bell Wharf Lane,Status update unavailable,2024-05
115991859,other-theft,2024-01,Force,51.512033,-0.104980,On or near Kingscote Street,Unable to prosecute suspect,2024-02
115991858,other-theft,2024-01,Force,51.519689,-0.098017,On or near Cloth Street,Investigation complete; no suspect identified,2024-06
115992040,other-theft,2024-01,Force,51.513712,-0.104276,On or near A201,Court result unavailable,2025-01
115992306,other-theft,2024-01,Force,51.514427,-0.091823,On or near Ironmonger Lane,Investigation complete; no suspect identified,2024-01
126016028,other-theft,2024-01,BTP,51.517640,-0.119723,Holborn (lu Station),Status update unavailable,2024-05
126015252,other-theft,2024-01,BTP,51.508484,-0.125879,Colchester (station),Status update unavailable,2024-05
126015209,other-theft,2024-01,BTP,51.514033,-0.103686,City Thameslink (station),Status update unavailable,2024-05
126014853,other-theft,2024-01,BTP,51.508482,-0.103737,Blackfriars (station),Status update unavailable,2024-05
126014852,other-theft,2024-01,BTP,51.508482,-0.103737,Blackfriars (station),Status update unavailable,2024-05
116089778,other-theft,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-01
116108006,other-theft,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Investigation complete; no suspect identified,2024-02
116108988,other-theft,2024-01,Force,51.519905,-0.102477,On or near Greenhill Rents,Investigation complete; no suspect identified,2024-02
116109677,other-theft,2024-01,Force,51.510042,-0.120439,On or near Savoy Way,Status update unavailable,2024-05
116109672,other-theft,2024-01,Force,51.512590,-0.112811,On or near Essex Street,Investigation complete; no suspect identified,2024-02
116109675,other-theft,2024-01,Force,51.512590,-0.112811,On or near Essex Street,Investigation complete; no suspect identified,2024-02
116112022,other-theft,2024-01,Force,51.519379,-0.102729,On or near Charterhouse Street,Investigation complete; no suspect identified,2024-01
116116483,other-theft,2024-01,Force,51.508409,-0.123461,On or near Buckingham Street,Status update unavailable,2024-05
116117195,other-theft,2024-01,Force,51.514777,-0.121859,On or near Great Queen Street,Investigation complete; no suspect identified,2024-02
